cluster,hostID,isoID,species
unclustered,12112,Cw-803,Cow
unclustered,12114,Cw-1339,Cow
unclustered,117,Hu-468,Human
unclustered,11233,Cw-633,Cow
unclustered,78,Pg-155,Pigeon
unclustered,107,Pg-213,Pigeon
unclustered,11081,Cw-188,Cow
unclustered,13468,Cw-1742,Cow
unclustered,12084,Cw-1078,Cow
unclustered,12153,Cw-822,Cow
unclustered,190,Hu-1689,Human
unclustered,13392,Cw-1815,Cow
unclustered,9,Pg-018,Pigeon
unclustered,41,Hu-079,Human
unclustered,268FB,Hu-1859,Human
unclustered,11070,Cw-577,Cow
unclustered,25EBD,Hu-1817,Human
unclustered,13392,Cw-1880,Cow
unclustered,11251,Cw-358,Cow
unclustered,12065,Cw-978,Cow
unclustered,13468,Cw-1725,Cow
unclustered,12002,Cw-1059,Cow
unclustered,12123,Cw-799,Cow
unclustered,63,Hu-115,Human
unclustered,ECOR,ECOR-49,Human
unclustered,127,Hu-1574,Human
unclustered,213,Hu-1722,Human
unclustered,26A52,Hu-1866,Human
unclustered,13392,Cw-1851,Cow
unclustered,127,Hu-1575,Human
unclustered,11027,Cw-110,Cow
unclustered,11062,Cw-191,Cow
unclustered,14,Ck-027,Chicken
unclustered,12073,Cw-1057,Cow
unclustered,84,Pg-167,Pigeon
unclustered,115,Hu-246,Human
unclustered,5,Ho-010,Horse
unclustered,12124,Cw-1039,Cow
unclustered,12278,Cw-962,Cow
unclustered,11069,Cw-135,Cow
unclustered,169,Hu-1653,Human
unclustered,12162,Cw-1381,Cow
unclustered,11111,Cw-265,Cow
unclustered,13392,Cw-1850,Cow
unclustered,209,Hu-1718,Human
unclustered,20,Rt-154,Ground Squirrel
unclustered,163,Hu-1641,Human
unclustered,86,Pg-172,Pigeon
unclustered,13392,Cw-1823,Cow
unclustered,12008,Cw-1089,Cow
unclustered,82,Hu-146,Human
unclustered,Subject A,Hu-661,Human
unclustered,12125,Cw-1041,Cow
unclustered,46-67,Sw-035,Pig
unclustered,142,Hu-1603,Human
unclustered,11109,Cw-768,Cow
unclustered,39,Ho-078,Horse
unclustered,11039,Cw-064,Cow
unclustered,48,Ho-095,Horse
unclustered,11054,Cw-593,Cow
unclustered,11052,Cw-147,Cow
unclustered,12261,Cw-1482,Cow
unclustered,11256,Cw-325,Cow
unclustered,33,Hu-066,Human
unclustered,48,Ho-096,Horse
unclustered,12245,Cw-867,Cow
unclustered,11082,Cw-133,Cow
unclustered,Subject A,Hu-735,Human
unclustered, unk,Hu-002,Human
unclustered,200,Hu-1705,Human
unclustered,RT325,Rt-217,Ground Squirrel
unclustered,3,Pg-006,Pigeon
unclustered,130,Hu-1580,Human
unclustered,9,Rt-059,Ground Squirrel
unclustered,13392,Cw-1672,Cow
unclustered,13468,Cw-1699,Cow
unclustered,13392,Cw-1827,Cow
unclustered,11079,Cw-125,Cow
unclustered,PW20,Av-069,Surf Scoter
unclustered,PW15,Av-064,Great Horned Owl
unclustered,Subject C,Hu-1307,Human
unclustered,100,Pg-200,Pigeon
unclustered,12106,Cw-1326,Cow
unclustered,14,Rt-097,Ground Squirrel
unclustered,13,Dg-020,Dog
unclustered,14,Tk-028,Wild Turkey
unclustered,2614D,Hu-1829,Human
unclustered,250-253,Pp-046,Human
unclustered,10,Pg-020,Pigeon
unclustered,11051,Cw-447,Cow
unclustered,HC1,Rt-198,Ground Squirrel
unclustered,11212,Cw-214,Cow
unclustered,22,Sp-044,Sheep
unclustered,250-253,Pp-059,Human
unclustered,11227,Cw-212,Cow
unclustered,1,Dg-001,Dog
unclustered,15,Ct-022,Cat
unclustered,13468,Cw-1722,Cow
unclustered,21,Dg-166,Dog
unclustered,142,Hu-1604,Human
unclustered,55,Pg-110,Pigeon
unclustered,159,Hu-1634,Human
unclustered,43,Tk-070,Wild Turkey
unclustered,12074,Cw-820,Cow
unclustered,11120,Cw-282,Cow
unclustered,77,Hu-139,Human
unclustered,RT323,Rt-213,Ground Squirrel
unclustered,100,Hu-177,Human
unclustered,7,Pg-013,Pigeon
unclustered,12029,Cw-816,Cow
unclustered,HC1,Rt-197,Ground Squirrel
unclustered,CC5,Rt-193,Ground Squirrel
unclustered,34,Ct-041,Cat
unclustered,11109,Cw-316,Cow
unclustered,14,Dg-021,Dog
unclustered,12134,Cw-1015,Cow
unclustered,39,Hu-076,Human
unclustered,15,Hu-041,Human
unclustered,13468,Cw-1714,Cow
unclustered,11101,Cw-304,Cow
unclustered,13283-13287,Pp-121,Cow
unclustered,11223,Cw-261,Cow
unclustered,12083,Cw-1242,Cow
unclustered,RT324,Rt-219,Ground Squirrel
unclustered,12,Hu-037,Human
unclustered,13392,Cw-1834,Cow
unclustered,12,Pg-024,Pigeon
unclustered,92,Hu-162,Human
unclustered,HRESCQ1,Rt-233,Ground Squirrel
unclustered,13392,Cw-1832,Cow
unclustered,26,Pg-052,Pigeon
unclustered,11090,Cw-572,Cow
unclustered,36,Tk-056,Wild Turkey
unclustered,3,Rt-008,Ground Squirrel
unclustered,165,Hu-1645,Human
unclustered,AV0724,Av-006,Cliff Sparrow
unclustered,Subject B,Hu-1188,Human
unclustered,4,Ho-007,Horse
unclustered,12247,Cw-1434,Cow
unclustered,unknown?,Ct-105,Cat
unclustered,18,Pg-035,Pigeon
unclustered,13,Rt-087,Ground Squirrel
unclustered,11086,Cw-596,Cow
unclustered,11088,Cw-397,Cow
unclustered,4,Rt-012,Ground Squirrel
unclustered,11278,Cw-748,Cow
unclustered,13468,Cw-1774,Cow
unclustered,Taco 1-4,Dg-103,Dog
unclustered,6,Hu-028,Human
unclustered,11221,Cw-198,Cow
unclustered,202,Hu-1707,Human
unclustered,13468,Cw-1741,Cow
unclustered,12155,Cw-1021,Cow
unclustered,112,Hu-231,Human
unclustered,65,Hu-200,Human
unclustered,65,Hu-117,Human
unclustered,12248,Cw-1453,Cow
unclustered,13392,Cw-1589,Cow
unclustered,13392,Cw-1758,Cow
unclustered,21-24,Pp-019,Dog
unclustered,12101,Cw-1294,Cow
unclustered,AV0724,Av-005,Cliff Sparrow
unclustered,12020,Cw-1176,Cow
unclustered,167,Hu-1648,Human
unclustered,11011,Cw-115,Cow
unclustered,11,Tk-022,Wild Turkey
unclustered,12260,Cw-1503,Cow
unclustered,11318,Cw-360,Cow
unclustered,13468,Cw-1739,Cow
unclustered,MA0593,Sw-032,Pig
unclustered,13392,Cw-1828,Cow
unclustered,13468,Cw-1703,Cow
unclustered,12136,Cw-1019,Cow
unclustered,Subject C,Hu-951,Human
unclustered,12247,Cw-872,Cow
unclustered,11206,Cw-226,Cow
unclustered,Shadow,Dg-111,Dog
unclustered,17,Sp-034,Sheep
unclustered,13392,Cw-1795,Cow
unclustered,11029,Cw-054,Cow
unclustered,11215,Cw-193,Cow
unclustered,11229,Cw-205,Cow
unclustered,140,Hu-1600,Human
unclustered,11043,Cw-046,Cow
unclustered,11102,Cw-284,Cow
unclustered,129,Hu-1579,Human
unclustered,8,Ho-015,Horse
unclustered,11289,Cw-762,Cow
unclustered,11090,Cw-571,Cow
unclustered,64,Pg-128,Pigeon
unclustered,62,Pg-124,Pigeon
unclustered,12019,Cw-1180,Cow
unclustered,11202,Cw-614,Cow
unclustered,11240,Cw-231,Cow
unclustered,13392,Cw-1840,Cow
unclustered,PW32,Op-008,Opossum
unclustered,12004,Cw-1063,Cow
unclustered,13392,Cw-1578,Cow
unclustered,21-24,Pp-017,Dog
unclustered,12216,Cw-1429,Cow
unclustered,10,Dg-014,Dog
unclustered,16,Ct-024,Cat
unclustered,250,Hu-1786,Human
unclustered,11279,Cw-741,Cow
unclustered,12182,Cw-1124,Cow
unclustered,12165,Cw-831,Cow
unclustered,Trix,Dg-133,Dog
unclustered,11042,Cw-498,Cow
unclustered,Lola,Dg-206,Dog
unclustered,98,Pg-195,Pigeon
unclustered,11056,Cw-169,Cow
unclustered,15,Ck-029,Chicken
unclustered,I-F,Sw-026,Pig
unclustered,13287,Cw-1559,Cow
unclustered,12168,Cw-1365,Cow
unclustered,25E94,Hu-1813,Human
unclustered,WL14,Av-111,Golden Eagle
unclustered,,Ck-040,Chicken
unclustered,13468,Cw-1716,Cow
unclustered,29,Tk-046,Wild Turkey
unclustered,12182,Cw-1408,Cow
unclustered,11041,Cw-084,Cow
unclustered,13392,Cw-1816,Cow
unclustered,11118,Cw-305,Cow
unclustered,Havana,Dg-122,Dog
unclustered,RT320,Rt-188,Ground Squirrel
unclustered,13392,Cw-1877,Cow
unclustered,12252,Cw-1521,Cow
unclustered,12015,Cw-1188,Cow
unclustered,151,Hu-1620,Human
unclustered,12248,Cw-1454,Cow
unclustered,49,Pg-098,Pigeon
unclustered,tag 38,Sw-008,Pig
unclustered,13468,Cw-1563,Cow
unclustered,208,Hu-1717,Human
unclustered,MA0593,Sw-031,Pig
unclustered,12203,Cw-852,Cow
unclustered,tag 38,Sw-009,Pig
unclustered,3,Ck-006,Chicken
unclustered,12270,Cw-1473,Cow
unclustered,Subject C,Hu-1400,Human
unclustered,13286,Cw-1556,Cow
unclustered,11222,Cw-229,Cow
unclustered,11038,Cw-120,Cow
unclustered,12108,Cw-895,Cow
unclustered,63,Pg-125,Pigeon
unclustered,11203,Cw-646,Cow
unclustered,12,Ck-024,Chicken
unclustered,11126,Cw-319,Cow
unclustered,90,Pg-179,Pigeon
unclustered,24,Hu-055,Human
unclustered,6,Pg-012,Pigeon
unclustered,206,Hu-1713,Human
unclustered,31,Ct-035,Cat
unclustered,11236,Cw-220,Cow
unclustered,95,Pg-189,Pigeon
unclustered,OR4,Rt-195,Ground Squirrel
unclustered,Cleo 1-4,Dg-107,Dog
unclustered,11136,Cw-674,Cow
unclustered,12112,Cw-804,Cow
unclustered,12086,Cw-1265,Cow
unclustered,Subject B,Hu-372,Human
unclustered,11010,Cw-103,Cow
unclustered,11049,Cw-504,Cow
unclustered,12267,Cw-949,Cow
unclustered,12116,Cw-812,Cow
unclustered,12087,Cw-847,Cow
unclustered,WL-3,Ct-078,Mountain Lion
unclustered,13468,Cw-1779,Cow
unclustered,203,Hu-1708,Human
unclustered,47,Sp-094,Sheep
unclustered,13392,Cw-1833,Cow
unclustered,11008,Cw-456,Cow
unclustered,PW4,Rc-001,Racoon
unclustered,11281,Cw-345,Cow
unclustered,12203,Cw-851,Cow
unclustered,91,Pg-181,Pigeon
unclustered,PW33,Av-089,Seagull
unclustered,13468,Cw-1724,Cow
unclustered,14,Rt-094,Ground Squirrel
unclustered,7,Ho-013,Horse
unclustered,12,Sw-061,Pig
unclustered,11210,Cw-243,Cow
unclustered,137,Hu-1595,Human
unclustered,13,Ho-025,Horse
unclustered,13283-13287,Pp-138,Cow
unclustered,14,Rt-093,Ground Squirrel
unclustered,12216,Cw-1139,Cow
unclustered,9275,STEC 09275,Human
unclustered,2,Pg-003,Pigeon
unclustered,Subject C,Hu-290,Human
unclustered,AV0727,Av-012,Cliff Sparrow
unclustered,11116,Cw-286,Cow
unclustered,Subject A,Hu-683,Human
unclustered,12085,Cw-1273,Cow
unclustered,14,Rt-095,Ground Squirrel
unclustered,11035,Cw-073,Cow
unclustered,Subject J,Hu-1983,Human
unclustered,12053,Cw-1024,Cow
unclustered,2,Ho-004,Horse
unclustered,13392,Cw-1829,Cow
unclustered,Subject C,Hu-1033,Human
unclustered,11059,Cw-582,Cow
unclustered,13468,Cw-1560,Cow
unclustered,11001,Cw-095,Cow
unclustered,12077,Cw-992,Cow
unclustered,PW11,Op-001,Opossum
unclustered,12234,Cw-1442,Cow
unclustered,12102,Cw-879,Cow
unclustered,13468,Cw-1564,Cow
unclustered,12064,Cw-976,Cow
unclustered,2631,Hu-1798,Human
unclustered,28,Ho-055,Horse
unclustered,27013,Hu-1887,Human
unclustered,16,Dg-025,Dog
unclustered,12117,Cw-790,Cow
unclustered,12035,Cw-854,Cow
unclustered,13283-13287,Pp-132,Cow
unclustered,11012,Cw-114,Cow
unclustered,1,Sp-001,Sheep
unclustered,12009,Cw-1191,Cow
unclustered,2,Sp-003,Sheep
unclustered,13468,Cw-1610,Cow
unclustered,PW20,Av-068,Surf Scoter
unclustered,11114,Cw-279,Cow
unclustered,WL13,Av-107,American Kestrel
unclustered,93,Pg-186,Pigeon
unclustered,18,Ct-028,Cat
unclustered,12128,Cw-1047,Cow
unclustered,13392,Cw-1845,Cow
unclustered,RT321,Rt-227,Ground Squirrel
unclustered,12155,Cw-1022,Cow
unclustered,11027,Cw-109,Cow
unclustered,11089,Cw-153,Cow
unclustered,HRESCQ1,Rt-232,Ground Squirrel
unclustered,10,Ho-019,Horse
unclustered,141,Hu-1602,Human
unclustered,AV0733,Av-016,Cliff Sparrow
unclustered,12246,Cw-869,Cow
unclustered,15,Dg-023,Dog
unclustered,HR6,Rt-184,Ground Squirrel
unclustered,38,Hu-074,Human
unclustered,12013,Cw-1110,Cow
unclustered,43,Hu-082,Human
unclustered,11007,Cw-076,Cow
unclustered,CC5,Rt-194,Ground Squirrel
unclustered,13392,Cw-1637,Cow
unclustered,11119,Cw-274,Cow
unclustered,12028,Cw-813,Cow
unclustered,24,Sp-048,Sheep
unclustered,12133,Cw-1304,Cow
unclustered,13392,Cw-1809,Cow
unclustered,8,Ck-015,Chicken
unclustered,112,Hu-232,Human
unclustered,12252,Cw-923,Cow
unclustered,13392,Cw-1818,Cow
unclustered,13468,Cw-1605,Cow
unclustered,12077,Cw-1269,Cow
unclustered,12021,Cw-1189,Cow
unclustered,9,Ho-018,Horse
unclustered,1,Rt-004,Ground Squirrel
unclustered,13392,Cw-1871,Cow
unclustered,11127,Cw-307,Cow
unclustered,21,Sp-042,Sheep
unclustered,Subject C,Hu-966,Human
unclustered,PW32,Op-007,Opossum
unclustered,11,Hu-035,Human
unclustered,11068,Cw-184,Cow
unclustered,31,Pg-061,Pigeon
unclustered,51,Pg-101,Pigeon
unclustered,12012,Cw-1205,Cow
unclustered,11236,Cw-219,Cow
unclustered,57,Pg-113,Pigeon
unclustered,Subject A,Hu-646,Human
unclustered,44,Tk-071,Wild Turkey
unclustered,13392,Cw-1811,Cow
unclustered,12219,Cw-1141,Cow
unclustered,12132,Cw-1011,Cow
unclustered,11209,Cw-604,Cow
unclustered,12220,Cw-1428,Cow
unclustered,200,Hu-1704,Human
unclustered,33,Pg-066,Pigeon
unclustered,8,Rt-046,Ground Squirrel
unclustered,12115,Cw-810,Cow
unclustered,RT300,Rt-200,Ground Squirrel
unclustered,13392,Cw-1688,Cow
unclustered,3,Ho-006,Horse
unclustered,12071,Cw-1247,Cow
unclustered,RT320,Rt-187,Ground Squirrel
unclustered,13392,Cw-1813,Cow
unclustered,11134,Cw-698,Cow
unclustered,RT322,Rt-230,Ground Squirrel
unclustered,PW25,Av-075,Owl
unclustered,Lucky Charms,Dg-147,Dog
unclustered,11118,Cw-306,Cow
unclustered,11048,Cw-049,Cow
unclustered,PW36,Av-093,Pelican
unclustered, unk,Hu-004,Human
unclustered,62,Hu-113,Human
unclustered,22,Tk-036,Wild Turkey
unclustered,101,Hu-184,Human
unclustered, unk,Hu-008,Human
unclustered,20,Pg-040,Pigeon
unclustered,138,Hu-1596,Human
unclustered,13283-13287,Pp-144,Cow
unclustered,11019,Cw-463,Cow
unclustered,2614D,Hu-1830,Human
unclustered,13392,Cw-1819,Cow
unclustered,80,Pg-159,Pigeon
unclustered,12254,Cw-927,Cow
unclustered,13392,Cw-1841,Cow
unclustered,11086,Cw-165,Cow
unclustered,11051,Cw-450,Cow
unclustered,11031,Cw-061,Cow
unclustered,13283-13287,Pp-126,Cow
unclustered,101,Pg-201,Pigeon
unclustered,12053,Cw-1023,Cow
unclustered,AV0789,Av-036,White Crowned Sparrow
unclustered,12177,Cw-1114,Cow
unclustered,11119,Cw-273,Cow
unclustered,12071,Cw-1248,Cow
unclustered,11146,Cw-269,Cow
unclustered,11289,Cw-344,Cow
unclustered,12222,Cw-1421,Cow
unclustered,13468,Cw-1738,Cow
unclustered,131,Hu-1583,Human
unclustered,97,Pg-194,Pigeon
unclustered,12253,Cw-926,Cow
unclustered,94,Pg-187,Pigeon
unclustered,12111,Cw-802,Cow
unclustered,136,Hu-1592,Human
unclustered,9,Dg-012,Dog
unclustered,11213,Cw-612,Cow
unclustered,Subject C,Hu-979,Human
unclustered,35,Pg-070,Pigeon
unclustered,12129,Cw-1005,Cow
unclustered,102,Pg-203,Pigeon
unclustered,Subject B,Hu-1525,Human
unclustered,PW16,Av-066,Guinni
unclustered,174,Hu-1662,Human
unclustered,68,Pg-136,Pigeon
unclustered,Subject C,Hu-273,Human
unclustered,11083,Cw-576,Cow
unclustered,26A2D,Hu-1864,Human
unclustered,,Ck-037,Chicken
unclustered,11147,Cw-267,Cow
unclustered,7,Ho-014,Horse
unclustered,113,Hu-234,Human
unclustered,Puppy,Dg-162,Dog
unclustered,13468,Cw-1726,Cow
unclustered,WL-6,Ct-091,Mountain Lion
unclustered,1,Rt-003,Ground Squirrel
unclustered,11277,Cw-369,Cow
unclustered,11,Rt-070,Ground Squirrel
unclustered,Lucky Charms,Dg-150,Dog
unclustered,12,Sw-062,Pig
unclustered,27013,Hu-1888,Human
unclustered,25C36,Hu-1806,Human
unclustered,12156,Cw-1400,Cow
unclustered,261FE,Hu-1831,Human
unclustered,11075,Cw-145,Cow
unclustered,12124,Cw-1040,Cow
unclustered,12012,Cw-1095,Cow
unclustered,PW38,Rc-003,Racoon
unclustered,Subject A,Hu-730,Human
unclustered,12022,Cw-1166,Cow
unclustered,Subject B,Hu-1504,Human
unclustered,11006,Cw-462,Cow
unclustered,25FF6,Hu-1823,Human
unclustered,Subject C,Hu-970,Human
unclustered,11229,Cw-615,Cow
unclustered,12245,Cw-868,Cow
unclustered,13284,Cw-1553,Cow
unclustered,30,Tk-048,Wild Turkey
unclustered,25,Pg-050,Pigeon
unclustered,12180,Cw-1119,Cow
unclustered,12170,Cw-837,Cow
unclustered,24,Pg-048,Pigeon
unclustered,11202,Cw-613,Cow
unclustered,12,Tk-024,Wild Turkey
unclustered,11083,Cw-157,Cow
unclustered,WL13,Ct-098,Bobcat
unclustered,8,Rt-051,Ground Squirrel
unclustered,WL-3,Ct-083,Mountain Lion
unclustered,12109,Cw-897,Cow
unclustered,Cheerio,Dg-155,Dog
unclustered,148,Hu-1615,Human
unclustered,12224,Cw-1445,Cow
unclustered,11201,Cw-606,Cow
unclustered,13468,Cw-1784,Cow
unclustered,12182,Cw-1123,Cow
unclustered,12172,Cw-1373,Cow
unclustered,12191,Cw-903,Cow
unclustered,12069,Cw-1049,Cow
unclustered,11237,Cw-663,Cow
unclustered,13392,Cw-1570,Cow
unclustered,13468,Cw-1607,Cow
unclustered,25,Ho-049,Horse
unclustered,7,Ck-014,Chicken
unclustered,11,Ck-021,Chicken
unclustered,tag34,Sw-019,Pig
unclustered,12227,Cw-1455,Cow
unclustered,11078,Cw-185,Cow
unclustered,12026,Cw-1036,Cow
unclustered,11233,Cw-634,Cow
unclustered,Subject C,Hu-278,Human
unclustered,unknown?,Ck-003,Chicken
unclustered,12256,Cw-931,Cow
unclustered,12276,Cw-958,Cow
unclustered,11130,Cw-312,Cow
unclustered,149,Hu-1617,Human
unclustered,Subject C,Hu-1031,Human
unclustered,13468,Cw-1771,Cow
unclustered,12171,Cw-1353,Cow
unclustered,Subject C,Hu-1336,Human
unclustered,12057,Cw-1031,Cow
unclustered,48,Sp-096,Sheep
unclustered,11253,Cw-333,Cow
unclustered,12063,Cw-973,Cow
unclustered,tag31,Sw-013,Pig
unclustered,11117,Cw-707,Cow
unclustered,11053,Cw-124,Cow
unclustered,56,Pg-112,Pigeon
unclustered,PW16,Av-067,Guinni
unclustered,12082,Cw-1074,Cow
unclustered,11236,Cw-661,Cow
unclustered,11230,Cw-667,Cow
unclustered,207,Hu-1715,Human
unclustered,PW29,Av-082,Owl
unclustered,27103,Hu-1891,Human
unclustered,12215,Cw-1138,Cow
unclustered,PW30,Av-085,Crow
unclustered,26FA7,Hu-1883,Human
unclustered, unk,Hu-012,Human
unclustered,13468,Cw-1695,Cow
unclustered,13468,Cw-1709,Cow
unclustered,13468,Cw-1702,Cow
unclustered,Trix,Dg-134,Dog
unclustered, unk,Hu-011,Human
unclustered,115,Hu-237,Human
unclustered,13468,Cw-1753,Cow
unclustered,11079,Cw-561,Cow
unclustered,11120,Cw-281,Cow
unclustered,11295,Cw-323,Cow
unclustered,12269,Cw-953,Cow
unclustered,9,Pg-017,Pigeon
unclustered,6,Ho-012,Horse
unclustered, unk,Hu-005,Human
unclustered,12108,Cw-896,Cow
unclustered,11229,Cw-206,Cow
unclustered,22,Hu-052,Human
unclustered,59,Pg-118,Pigeon
unclustered,11087,Cw-190,Cow
unclustered,185,Hu-1681,Human
unclustered,11,Rt-063,Ground Squirrel
unclustered,31,Pg-062,Pigeon
unclustered,PW23,Av-072,Owl
unclustered,11201,Cw-256,Cow
unclustered,3,Dg-003,Dog
unclustered,Lola,Dg-197,Dog
unclustered,5,Rt-027,Ground Squirrel
unclustered,Subject A,Hu-659,Human
unclustered,11110,Cw-683,Cow
unclustered,WL13,Ct-100,Bobcat
unclustered,ECOR,ECOR-5,Human
unclustered,11019,Cw-041,Cow
unclustered,211,Hu-1720,Human
unclustered,Subject B,Hu-1526,Human
unclustered,ECOR,ECOR-28,Human
unclustered,12276,Cw-957,Cow
unclustered,214,Hu-1724,Human
unclustered,14,Ct-021,Cat
unclustered,100,Hu-176,Human
unclustered,29,Tk-045,Wild Turkey
unclustered,PW40,Av-098,Mallard Duck
unclustered,17,Dg-028,Dog
unclustered,11,Rt-064,Ground Squirrel
unclustered,11135,Cw-706,Cow
unclustered,3,Sw-043,Pig
unclustered,Jake 1-2,Dg-110,Dog
unclustered,12221,Cw-1425,Cow
unclustered,98,Pg-196,Pigeon
unclustered,11039,Cw-505,Cow
unclustered,11226,Cw-641,Cow
unclustered,2,Ho-003,Horse
unclustered,148,Hu-1616,Human
unclustered,8,Rt-054,Ground Squirrel
unclustered,16,Sp-031,Sheep
unclustered,12021,Cw-1190,Cow
unclustered,11111,Cw-671,Cow
unclustered,8,Tk-016,Wild Turkey
unclustered,11134,Cw-313,Cow
unclustered,11112,Cw-295,Cow
unclustered,12225,Cw-1154,Cow
unclustered,Bat Colony Mix,Bt-004,Bat
unclustered,277A5,Hu-1908,Human
unclustered,tag31,Sw-014,Pig
unclustered,12,Ho-024,Horse
unclustered,7,Hu-029,Human
unclustered,11231,Cw-629,Cow
unclustered,12002,Cw-1060,Cow
unclustered,WL16,Av-118,Red Shoulder Hawk
unclustered,11010,Cw-104,Cow
unclustered,12177,Cw-1113,Cow
unclustered,78,Hu-140,Human
unclustered,13468,Cw-1616,Cow
unclustered,13392,Cw-1679,Cow
unclustered,34,Tk-051,Wild Turkey
unclustered,24,Pg-047,Pigeon
unclustered,155,Hu-1626,Human
unclustered,6,Sw-050,Pig
unclustered,12169,Cw-835,Cow
unclustered,Subject C,Hu-414,Human
unclustered,13468,Cw-1750,Cow
unclustered,13392,Cw-1648,Cow
unclustered,39,Sg-107,Seagull
unclustered,,Ck-038,Chicken
unclustered,15,Rt-109,Ground Squirrel
unclustered,PW22,Av-070,Clark Grebe
unclustered,16,Dg-026,Dog
unclustered,1,Dr-016,Deer
unclustered,85,Pg-170,Pigeon
unclustered,12003,Cw-1213,Cow
unclustered,Subject A,Hu-1144,Human
unclustered,12,Pg-023,Pigeon
unclustered,Subject A,Hu-1136,Human
unclustered,11007,Cw-075,Cow
unclustered,11123,Cw-710,Cow
unclustered,11101,Cw-681,Cow
unclustered,93,Pg-185,Pigeon
unclustered,Subject J,Hu-2075,Human
unclustered,11240,Cw-625,Cow
unclustered,13468,Cw-1694,Cow
unclustered,8,Tk-015,Wild Turkey
unclustered,7,Rt-042,Ground Squirrel
unclustered,11075,Cw-146,Cow
unclustered,ECOR,ECOR-33,Sheep
unclustered,14,Rt-098,Ground Squirrel
unclustered,AV0727,Av-011,Cliff Sparrow
unclustered,,Ck-039,Chicken
unclustered,12276,Cw-1497,Cow
unclustered,11107,Cw-694,Cow
unclustered,12260,Cw-1504,Cow
unclustered,219,Hu-1733,Human
unclustered,13283-13287,Pp-133,Cow
unclustered,15,Tk-029,Wild Turkey
unclustered,12033,Cw-1067,Cow
unclustered,11090,Cw-150,Cow
unclustered,11256,Cw-713,Cow
unclustered,13468,Cw-1785,Cow
unclustered,11068,Cw-560,Cow
unclustered,13468,Cw-1608,Cow
unclustered,13468,Cw-1698,Cow
unclustered,13468,Cw-1611,Cow
unclustered,12172,Cw-844,Cow
unclustered,37,Pg-074,Pigeon
unclustered,Subject B,Hu-1547,Human
unclustered,13392,Cw-1646,Cow
unclustered,35,Tk-053,Wild Turkey
unclustered,11053,Cw-549,Cow
unclustered,12186,Cw-1131,Cow
unclustered,115,Hu-238,Human
unclustered,11050,Cw-060,Cow
unclustered,84,Hu-148,Human
unclustered,12171,Cw-840,Cow
unclustered,25,Pg-049,Pigeon
unclustered,11208,Cw-607,Cow
unclustered,15,Sp-029,Sheep
unclustered,RT323,Rt-212,Ground Squirrel
unclustered,11221,Cw-601,Cow
unclustered,11237,Cw-246,Cow
unclustered,12007,Cw-1087,Cow
unclustered,3,Ho-005,Horse
unclustered,13468,Cw-1733,Cow
unclustered,HC4,Rt-205,Ground Squirrel
unclustered,12020,Cw-1175,Cow
unclustered,6,Dg-006,Dog
unclustered,13468,Cw-1593,Cow
unclustered,11074,Cw-128,Cow
unclustered,Subject A,Hu-792,Human
unclustered,34,Ho-067,Horse
unclustered,13468,Cw-1562,Cow
unclustered,13392,Cw-1790,Cow
unclustered,AV0795,Av-040,White Crowned Sparrow
unclustered,11213,Cw-238,Cow
unclustered,PW13,Op-006,Opossum
unclustered,12245,Cw-1420,Cow
unclustered,13468,Cw-1697,Cow
unclustered,79,Pg-157,Pigeon
unclustered,Subject A,Hu-736,Human
unclustered,11067,Cw-552,Cow
unclustered,13468,Cw-1744,Cow
unclustered,26F74,Hu-1881,Human
unclustered,13468,Cw-1713,Cow
unclustered,205,Hu-1712,Human
unclustered,8,Dg-009,Dog
unclustered,12007,Cw-1181,Cow
unclustered,13468,Cw-1751,Cow
unclustered,12188,Cw-1405,Cow
unclustered,12018,Cw-1186,Cow
unclustered,42,Hu-080,Human
unclustered,11035,Cw-466,Cow
unclustered,7,Ck-013,Chicken
unclustered,12223,Cw-1149,Cow
unclustered,12035,Cw-853,Cow
unclustered,135,Hu-1590,Human
unclustered,12272,Cw-908,Cow
unclustered,11224,Cw-240,Cow
unclustered,12068,Cw-983,Cow
unclustered,AV0721,Av-002,Red Wind Blackbird
unclustered,11084,Cw-586,Cow
unclustered,12027,Cw-1038,Cow
unclustered,26,Ho-052,Horse
unclustered,4,Rt-020,Ground Squirrel
unclustered,164,Hu-1643,Human
unclustered,OR4,Rt-196,Ground Squirrel
unclustered,9,Ck-017,Chicken
unclustered,11012,Cw-113,Cow
unclustered,WL15,Av-114,Red Tailed Hawk
unclustered,11237,Cw-245,Cow
unclustered,12,Tk-023,Wild Turkey
unclustered,Subject A,Hu-680,Human
unclustered,12190,Cw-920,Cow
unclustered,10,Tk-020,Wild Turkey
unclustered,8,Rt-057,Ground Squirrel
unclustered,31,Ct-034,Cat
unclustered,Guiness,Dg-117,Dog
unclustered,12116,Cw-1290,Cow
unclustered,12067,Cw-981,Cow
unclustered,13392,Cw-1793,Cow
unclustered,11115,Cw-678,Cow
unclustered,89,Pg-178,Pigeon
unclustered,13392,Cw-1799,Cow
unclustered,Subject C,Hu-955,Human
unclustered,Subject B,Hu-122,Human
unclustered,12225,Cw-1153,Cow
unclustered,11055,Cw-159,Cow
unclustered,94,Pg-188,Pigeon
unclustered,PW26,Av-076,Owl
unclustered,11117,Cw-708,Cow
unclustered,12084,Cw-1077,Cow
unclustered,13392,Cw-1808,Cow
